Total marks,Percentage in Communication skills,Hours working per day,Logical quotient rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,talenttests taken?,olympiads,reading and writing skills,memory capability score,Higher Studies?,Taken inputs from seniors or elders,interested in games,Tuff behaviour?,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role,interested career area ,Interested Type of Books
85,83,12,7,4,no,yes,yes,yes,no,3,1,higherstudies,yes,no,gentle,Technical,hard worker,no,no,Programmer Analyst,developer,Poetry
63,62,10,6,8,yes,no,yes,no,yes,1,2,job,no,yes,gentle,Technical,smart worker,yes,no,Project Manager,developer,Travel
60,86,10,1,9,no,yes,no,no,no,2,1,job,no,yes,stubborn,Technical,hard worker,no,yes,Portal Administrator,Business process analyst,Art
63,90,5,2,4,no,yes,no,yes,yes,1,2,higherstudies,yes,yes,stubborn,Management,smart worker,no,yes,Business Intelligence Analyst,security,Science
76,61,12,9,5,no,yes,no,yes,no,3,2,job,yes,yes,stubborn,Technical,smart worker,no,no,Technical Support,cloud computing,Horror
92,94,10,7,6,no,yes,yes,no,no,3,1,higherstudies,no,no,gentle,Management,hard worker,yes,yes,CRM Business Analyst,developer,Health
67,89,12,4,6,yes,no,no,yes,yes,3,1,job,no,no,gentle,Technical,smart worker,no,yes,Database Administrator,Business process analyst,Journals
63,81,11,7,6,no,yes,no,no,yes,3,1,higherstudies,yes,yes,gentle,Management,hard worker,yes,no,Database Developer,system developer,Self help
94,83,11,3,5,no,no,yes,yes,yes,3,1,higherstudies,yes,yes,gentle,Management,hard worker,yes,yes,Quality Assurance Associate,testing,Biographies
63,61,7,8,7,yes,yes,yes,yes,no,3,3,job,yes,no,stubborn,Technical,hard worker,no,no,Information Technology Auditor,cloud computing,Self help
67,84,8,9,7,yes,yes,no,no,no,1,1,higherstudies,yes,no,gentle,Technical,hard worker,yes,no,Database Developer,Business process analyst,History
71,91,10,6,1,no,yes,yes,yes,yes,2,2,job,no,yes,stubborn,Management,smart worker,no,no,Mobile Applications Developer,testing,Childrens
71,62,7,3,3,yes,no,yes,yes,yes,3,3,job,no,no,stubborn,Management,hard worker,no,yes,Project Manager,Business process analyst,Self help
70,83,4,2,4,yes,yes,no,no,yes,2,2,higherstudies,no,no,gentle,Technical,hard worker,no,no,Mobile Applications Developer,developer,History
89,83,8,3,4,yes,yes,no,no,no,3,1,higherstudies,yes,yes,gentle,Management,hard worker,no,yes,UX Designer,system developer,Religion-Spirituality
67,66,6,9,8,yes,no,yes,no,no,2,1,job,no,no,stubborn,Technical,hard worker,yes,no,Portal Administrator,system developer,Dictionaries
67,62,6,3,7,no,yes,yes,no,no,3,3,higherstudies,no,no,stubborn,Technical,hard worker,yes,no,Project Manager,cloud computing,History
71,83,5,8,7,no,yes,yes,no,no,1,1,job,no,no,gentle,Management,smart worker,no,yes,CRM Business Analyst,testing,Guide
74,69,4,6,1,yes,yes,no,no,yes,1,3,job,no,yes,gentle,Management,smart worker,yes,no,Portal Administrator,Business process analyst,Horror
91,76,6,5,9,no,yes,yes,no,yes,3,1,higherstudies,yes,yes,stubborn,Management,hard worker,yes,yes,Design & UX,cloud computing,Self help
81,65,8,9,4,no,no,yes,no,no,3,3,job,yes,yes,gentle,Technical,smart worker,no,no,Database Administrator,testing,Dictionaries
69,93,10,5,3,no,yes,yes,yes,no,1,1,higherstudies,yes,no,gentle,Management,hard worker,yes,no,Design & UX,Business process analyst,Romance
81,72,7,1,9,yes,no,yes,yes,no,1,2,job,yes,yes,gentle,Management,hard worker,yes,no,Technical Services/Help Desk/Tech Support,Business process analyst,Math
71,74,7,1,3,no,yes,no,yes,no,3,2,higherstudies,yes,yes,gentle,Technical,smart worker,yes,no,Information Security Analyst,testing,Self help
90,81,4,6,9,no,no,no,no,yes,1,2,job,yes,yes,stubborn,Technical,hard worker,no,yes,Technical Engineer,testing,Art
74,77,4,6,3,no,yes,no,yes,no,3,3,job,yes,no,gentle,Technical,hard worker,no,yes,Portal Administrator,testing,Art
77,67,9,2,6,yes,no,yes,yes,no,2,1,job,yes,yes,stubborn,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing,system developer,Poetry
69,82,5,7,7,yes,yes,yes,yes,no,2,1,job,yes,no,stubborn,Management,smart worker,no,no,UX Designer,system developer,Cookbooks
63,68,11,2,9,no,no,no,yes,no,1,2,higherstudies,no,no,stubborn,Technical,smart worker,no,no,Programmer Analyst,developer,Mystery
90,77,4,8,4,yes,no,yes,yes,no,2,1,job,no,no,gentle,Technical,hard worker,yes,yes,Database Administrator,security,Mystery
90,69,9,8,7,no,yes,yes,yes,yes,3,3,higherstudies,no,no,gentle,Technical,smart worker,no,yes,Database Manager,developer,Self help
79,91,6,9,9,no,no,yes,no,yes,2,3,job,yes,yes,gentle,Management,smart worker,yes,no,CRM Business Analyst,cloud computing,Romance
64,74,8,7,1,no,yes,yes,no,no,2,1,job,no,no,stubborn,Management,smart worker,no,no,Programmer Analyst,Business process analyst,Dictionaries
78,80,5,1,3,yes,yes,yes,yes,yes,1,2,job,no,yes,stubborn,Technical,smart worker,no,yes,Network Security Administrator,security,Satire
84,72,7,4,3,no,yes,no,no,yes,3,2,job,no,no,stubborn,Technical,hard worker,no,no,Solutions Architect,testing,Religion-Spirituality
62,73,6,1,5,yes,no,yes,no,yes,1,2,job,no,yes,gentle,Management,hard worker,yes,yes,Systems Analyst,Business process analyst,Poetry
74,92,4,9,1,no,yes,yes,yes,no,1,2,higherstudies,yes,no,gentle,Technical,smart worker,yes,yes,CRM Technical Developer,system developer,Guide
66,86,9,4,8,no,yes,yes,no,yes,3,1,job,yes,yes,stubborn,Management,hard worker,yes,yes,E-Commerce Analyst,system developer,Horror
62,70,12,7,6,yes,yes,yes,no,yes,1,1,job,no,yes,gentle,Technical,hard worker,yes,yes,Design & UX,testing,Guide
63,72,4,9,6,yes,no,yes,no,no,1,2,higherstudies,yes,no,stubborn,Technical,smart worker,yes,no,Network Security Administrator,system developer,History
65,75,4,7,3,no,no,yes,yes,no,2,1,job,yes,yes,gentle,Technical,smart worker,yes,yes,Information Technology Manager,testing,Poetry
67,67,5,1,8,yes,no,no,yes,yes,2,2,job,no,yes,stubborn,Management,hard worker,yes,yes,Technical Services/Help Desk/Tech Support,Business process analyst,Health
94,71,9,7,9,yes,yes,yes,yes,yes,1,3,job,yes,yes,gentle,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing,testing,Math
80,77,7,6,6,yes,no,yes,yes,no,3,2,job,no,yes,gentle,Management,hard worker,yes,no,Mobile Applications Developer,security,Romance
74,64,4,3,8,no,no,no,no,yes,1,2,job,yes,no,gentle,Management,hard worker,no,no,Network Security Engineer,developer,Trilogy
88,89,6,4,4,no,yes,yes,no,yes,1,3,job,no,no,stubborn,Technical,hard worker,yes,no,Network Security Administrator,developer,Anthology
86,94,8,7,1,yes,yes,no,no,yes,3,2,job,yes,no,stubborn,Technical,hard worker,no,yes,Network Security Engineer,developer,Travel
77,80,9,9,7,yes,no,no,no,no,3,2,higherstudies,no,no,gentle,Technical,smart worker,no,yes,Network Security Engineer,cloud computing,Action and Adventure
86,86,9,7,2,yes,no,no,yes,no,1,1,job,yes,yes,gentle,Management,smart worker,yes,yes,Systems Analyst,cloud computing,Encyclopedias
91,84,11,2,2,no,no,yes,no,no,1,2,job,no,yes,gentle,Technical,smart worker,yes,yes,Network Security Administrator,system developer,Journals
60,62,7,6,7,yes,no,yes,yes,no,2,2,higherstudies,no,no,gentle,Technical,smart worker,yes,yes,Applications Developer,system developer,Prayer books
78,90,7,7,2,no,no,no,yes,yes,1,3,job,no,no,gentle,Technical,smart worker,no,no,Network Security Administrator,testing,Action and Adventure
68,90,9,2,1,yes,no,no,no,yes,2,2,job,no,yes,gentle,Management,hard worker,no,yes,Network Security Administrator,Business process analyst,Poetry
85,74,12,7,9,yes,no,no,yes,no,2,1,higherstudies,yes,yes,gentle,Technical,hard worker,yes,no,Technical Services/Help Desk/Tech Support,testing,Dictionaries
84,74,10,4,7,yes,no,yes,no,yes,2,2,job,yes,no,gentle,Management,smart worker,no,no,Information Security Analyst,system developer,Self help
88,78,10,5,3,yes,no,yes,yes,no,1,1,higherstudies,no,yes,stubborn,Management,hard worker,no,no,Software Engineer,system developer,Autobiographies
71,78,4,9,4,yes,yes,no,no,yes,3,1,job,yes,yes,gentle,Management,hard worker,no,yes,Design & UX,system developer,Horror
92,82,4,8,2,yes,no,yes,yes,yes,3,1,job,yes,yes,gentle,Management,smart worker,no,yes,Network Security Administrator,cloud computing,Biographies
92,82,6,2,6,no,no,yes,yes,no,3,3,higherstudies,yes,yes,gentle,Management,hard worker,yes,yes,Software Engineer,developer,Prayer books
75,60,5,7,8,no,yes,no,yes,no,2,2,higherstudies,no,no,stubborn,Technical,smart worker,no,yes,Solutions Architect,Business process analyst,Travel
87,61,4,5,2,no,no,no,no,yes,2,2,job,yes,no,gentle,Management,hard worker,no,yes,Web Developer,cloud computing,Drama
60,93,5,4,1,yes,no,yes,yes,yes,2,1,higherstudies,yes,no,gentle,Management,smart worker,no,no,Database Administrator,cloud computing,Biographies
70,71,9,5,8,yes,no,no,yes,yes,3,1,job,no,yes,stubborn,Management,smart worker,no,yes,Information Technology Manager,testing,Guide
69,74,12,8,3,yes,yes,yes,yes,yes,1,1,job,yes,yes,stubborn,Management,hard worker,yes,no,Network Security Administrator,developer,Dictionaries
83,67,4,7,4,no,yes,no,no,no,1,2,job,no,no,gentle,Technical,hard worker,no,yes,Software Systems Engineer,developer,Romance
67,87,8,4,5,no,yes,yes,no,no,3,2,job,no,yes,stubborn,Technical,smart worker,no,no,Web Developer,developer,Math
81,77,7,3,7,no,yes,no,yes,yes,2,1,job,yes,yes,stubborn,Technical,smart worker,no,no,Software Developer,developer,Autobiographies
90,84,4,3,4,yes,no,yes,yes,yes,2,2,job,no,no,gentle,Management,smart worker,no,yes,Business Intelligence Analyst,system developer,Biographies
92,81,11,5,5,no,yes,yes,yes,no,1,2,higherstudies,yes,no,stubborn,Technical,hard worker,yes,yes,Technical Engineer,system developer,Science fiction
92,78,8,6,8,no,no,yes,yes,no,2,2,job,no,yes,gentle,Management,smart worker,no,no,Information Technology Auditor,Business process analyst,Drama
84,60,4,2,4,no,yes,yes,yes,no,1,1,job,yes,no,gentle,Management,hard worker,no,yes,Database Developer,testing,Religion-Spirituality
73,89,8,3,4,yes,no,yes,yes,yes,1,3,higherstudies,yes,no,stubborn,Technical,smart worker,no,no,Network Security Engineer,system developer,Action and Adventure
67,93,6,8,8,no,yes,no,no,no,3,1,job,yes,no,stubborn,Technical,hard worker,yes,yes,Web Developer,testing,Childrens
81,61,11,7,7,yes,no,yes,no,yes,1,2,job,yes,yes,gentle,Technical,hard worker,no,yes,Technical Engineer,system developer,Prayer books
71,91,6,3,3,yes,yes,no,yes,yes,2,3,job,no,no,stubborn,Technical,smart worker,yes,yes,Portal Administrator,security,Drama
88,73,9,9,9,yes,no,no,yes,yes,2,3,job,yes,no,stubborn,Management,hard worker,yes,yes,Information Technology Auditor,Business process analyst,Biographies
66,82,5,2,6,yes,no,yes,no,no,2,2,job,no,yes,gentle,Technical,hard worker,no,yes,Network Security Engineer,developer,History
91,81,11,4,7,yes,yes,yes,no,yes,1,3,higherstudies,no,no,stubborn,Technical,hard worker,yes,yes,Solutions Architect,developer,Science fiction
91,65,12,1,2,no,no,no,yes,no,3,2,job,no,yes,stubborn,Management,hard worker,no,no,Software Developer,cloud computing,Horror
68,93,6,2,9,yes,yes,yes,no,no,1,1,higherstudies,yes,yes,stubborn,Technical,smart worker,yes,no,Solutions Architect,security,Autobiographies
80,90,5,4,3,no,no,no,no,yes,2,1,job,yes,yes,gentle,Technical,hard worker,no,yes,Information Technology Manager,security,Encyclopedias
69,71,10,5,7,yes,no,no,yes,no,1,3,higherstudies,yes,yes,gentle,Technical,smart worker,no,yes,Solutions Architect,system developer,Travel
61,66,11,2,5,yes,yes,no,no,no,3,2,higherstudies,yes,no,gentle,Technical,smart worker,no,yes,Quality Assurance Associate,Business process analyst,Journals
71,82,9,6,5,no,no,no,yes,no,3,1,higherstudies,no,no,stubborn,Management,smart worker,no,no,Technical Services/Help Desk/Tech Support,security,Poetry
65,76,12,4,1,no,no,no,yes,yes,3,3,job,no,yes,stubborn,Technical,hard worker,no,no,Information Technology Auditor,security,Math
80,75,7,6,7,no,yes,no,yes,no,1,2,job,no,yes,gentle,Management,hard worker,yes,no,Systems Security Administrator,testing,Biographies
83,92,10,5,3,yes,yes,yes,yes,no,1,2,job,yes,no,stubborn,Management,hard worker,no,yes,E-Commerce Analyst,security,Romance
91,85,6,7,8,no,yes,yes,yes,no,3,1,higherstudies,no,no,stubborn,Technical,hard worker,no,yes,Mobile Applications Developer,developer,Satire
69,63,9,3,9,yes,no,no,yes,yes,1,1,higherstudies,no,no,gentle,Technical,hard worker,yes,yes,Portal Administrator,developer,Poetry
80,69,4,8,8,yes,yes,no,no,yes,3,1,job,no,no,stubborn,Management,smart worker,yes,yes,Database Administrator,developer,Fantasy
69,68,7,8,4,no,no,no,no,no,2,2,job,yes,yes,gentle,Technical,hard worker,yes,no,E-Commerce Analyst,cloud computing,Self help
83,71,7,6,5,no,yes,no,yes,yes,3,2,job,no,yes,gentle,Management,smart worker,yes,no,Database Developer,developer,Encyclopedias
66,81,12,6,7,yes,no,yes,no,yes,3,1,job,no,no,stubborn,Technical,hard worker,yes,yes,Data Architect,system developer,Guide
63,65,7,6,4,yes,no,no,no,no,2,2,job,no,no,stubborn,Management,hard worker,no,yes,Software Developer,Business process analyst,Math
73,62,11,7,3,no,yes,no,no,no,1,2,job,no,yes,gentle,Management,hard worker,no,yes,Network Security Administrator,developer,Poetry
61,82,5,7,2,yes,no,no,no,no,1,1,job,no,yes,stubborn,Technical,hard worker,yes,no,Network Engineer,Business process analyst,Fantasy
63,87,5,4,7,yes,yes,yes,no,yes,1,3,higherstudies,yes,no,gentle,Technical,hard worker,yes,yes,Web Developer,testing,Horror
73,67,12,3,3,no,yes,yes,yes,yes,1,2,higherstudies,no,yes,stubborn,Technical,smart worker,no,no,Applications Developer,security,Journals
77,86,4,7,7,no,yes,yes,no,yes,2,3,job,yes,no,gentle,Technical,hard worker,yes,no,Software Engineer,testing,Horror
74,82,8,9,7,no,no,yes,no,yes,2,3,higherstudies,no,no,gentle,Management,smart worker,no,yes,Software Systems Engineer,cloud computing,Self help
77,89,12,2,4,yes,no,yes,yes,yes,3,2,higherstudies,no,yes,stubborn,Technical,hard worker,no,yes,Information Technology Auditor,security,Trilogy
70,76,9,7,4,yes,yes,no,no,no,1,1,job,no,no,stubborn,Technical,hard worker,no,yes,CRM Technical Developer,Business process analyst,Drama
78,74,10,1,2,no,no,no,yes,yes,3,1,higherstudies,yes,no,stubborn,Technical,smart worker,no,yes,Information Technology Manager,testing,Encyclopedias
61,87,5,2,3,no,yes,yes,no,yes,3,1,job,no,no,gentle,Management,hard worker,yes,no,CRM Business Analyst,security,Romance
72,60,6,7,8,no,yes,no,no,yes,2,2,job,no,no,gentle,Technical,hard worker,yes,yes,Project Manager,testing,Dictionaries
61,71,12,3,1,no,yes,yes,yes,no,1,2,higherstudies,no,no,stubborn,Technical,smart worker,yes,no,Systems Analyst,system developer,Comics
70,83,10,9,1,yes,no,yes,no,no,2,3,higherstudies,no,yes,gentle,Management,hard worker,yes,no,Technical Engineer,testing,Guide
65,93,8,4,8,no,no,no,yes,yes,2,2,higherstudies,no,yes,stubborn,Management,smart worker,yes,no,Systems Security Administrator,Business process analyst,Series
60,93,8,8,2,yes,no,yes,no,no,2,1,higherstudies,no,yes,stubborn,Technical,hard worker,no,yes,Software Systems Engineer,testing,Series
63,66,4,7,8,no,yes,yes,no,yes,3,1,higherstudies,no,yes,stubborn,Technical,smart worker,yes,no,Database Administrator,testing,History
74,94,11,1,8,no,no,yes,yes,no,2,2,job,no,no,gentle,Technical,smart worker,no,yes,Software Engineer,testing,Health
66,74,11,1,3,no,no,yes,no,yes,2,2,higherstudies,no,yes,stubborn,Technical,hard worker,no,no,Software Engineer,Business process analyst,History
81,81,9,2,2,yes,yes,yes,no,yes,2,2,higherstudies,yes,no,gentle,Management,hard worker,yes,yes,Quality Assurance Associate,developer,Action and Adventure
77,72,10,5,5,yes,no,no,yes,yes,3,3,higherstudies,yes,yes,stubborn,Management,smart worker,yes,yes,CRM Business Analyst,Business process analyst,Cookbooks
88,91,10,9,4,no,no,no,yes,no,2,3,higherstudies,yes,yes,stubborn,Technical,smart worker,no,no,Design & UX,testing,Childrens
78,61,4,5,5,yes,yes,no,no,yes,3,3,job,yes,yes,stubborn,Technical,hard worker,yes,no,Network Security Administrator,security,Science fiction
86,70,6,1,2,no,yes,yes,no,yes,1,3,higherstudies,no,no,gentle,Technical,hard worker,yes,no,Network Security Administrator,system developer,Journals
73,63,9,9,8,yes,yes,no,no,yes,1,1,job,yes,no,stubborn,Management,hard worker,yes,no,Quality Assurance Associate,system developer,Horror
87,71,12,4,6,no,no,yes,no,no,1,1,higherstudies,yes,no,gentle,Technical,hard worker,no,yes,Technical Support,cloud computing,Action and Adventure
88,82,11,9,8,yes,yes,yes,no,yes,1,1,higherstudies,yes,no,gentle,Technical,smart worker,no,yes,Network Security Administrator,security,Childrens
63,63,10,3,7,yes,no,yes,no,no,1,1,job,yes,no,stubborn,Technical,hard worker,yes,no,Information Technology Auditor,system developer,Horror
75,82,4,7,7,no,yes,no,yes,no,2,1,job,yes,yes,gentle,Management,smart worker,no,yes,Information Technology Auditor,cloud computing,Health
61,91,8,5,2,no,yes,no,yes,no,2,2,job,no,yes,stubborn,Technical,smart worker,yes,no,Database Manager,Business process analyst,Religion-Spirituality
81,66,6,2,2,no,no,no,yes,no,3,1,higherstudies,no,no,stubborn,Technical,smart worker,yes,no,Database Manager,security,Cookbooks
91,69,11,6,7,no,no,yes,no,no,3,1,job,yes,yes,stubborn,Management,hard worker,yes,yes,Technical Engineer,system developer,Art
91,62,4,9,8,no,yes,yes,no,yes,2,1,job,no,yes,stubborn,Management,hard worker,no,no,Database Manager,system developer,Health
77,66,11,7,6,no,no,yes,no,no,1,2,higherstudies,yes,no,gentle,Management,hard worker,no,yes,Database Administrator,Business process analyst,Trilogy
70,83,5,2,9,yes,no,yes,yes,yes,2,2,job,yes,no,stubborn,Technical,smart worker,yes,no,Information Security Analyst,cloud computing,Poetry
69,80,9,7,7,yes,yes,no,yes,yes,1,2,job,no,no,gentle,Management,hard worker,yes,yes,Technical Services/Help Desk/Tech Support,cloud computing,Romance
82,65,12,4,8,yes,yes,no,no,no,1,2,higherstudies,yes,yes,gentle,Technical,smart worker,yes,no,Applications Developer,testing,Art
62,65,8,9,5,yes,yes,no,no,no,1,3,job,no,no,stubborn,Technical,smart worker,yes,yes,CRM Technical Developer,developer,Health
93,76,4,4,2,no,no,yes,yes,no,1,3,job,no,yes,stubborn,Management,smart worker,no,no,Database Manager,developer,Guide
79,75,4,1,5,yes,yes,no,no,no,3,1,higherstudies,yes,yes,gentle,Management,hard worker,no,no,Database Administrator,security,Anthology
80,71,6,9,3,no,no,yes,no,no,3,2,higherstudies,no,no,gentle,Management,smart worker,yes,no,CRM Technical Developer,system developer,Encyclopedias
73,82,4,9,3,yes,no,yes,yes,yes,2,3,job,no,yes,gentle,Technical,hard worker,no,no,Software Developer,testing,Poetry
81,67,5,9,5,no,no,yes,no,yes,1,1,higherstudies,no,no,stubborn,Management,hard worker,yes,no,Business Intelligence Analyst,Business process analyst,Journals
89,74,4,4,8,no,yes,no,no,yes,1,1,higherstudies,no,yes,stubborn,Management,hard worker,yes,yes,Web Developer,system developer,Trilogy
87,94,6,6,6,no,no,yes,no,yes,3,2,job,yes,yes,gentle,Management,hard worker,no,no,Design & UX,testing,Satire
61,64,12,7,2,yes,yes,no,no,yes,3,2,higherstudies,yes,no,gentle,Management,hard worker,no,no,Network Engineer,developer,Travel
91,81,11,1,5,no,no,no,no,no,3,1,job,yes,no,gentle,Management,smart worker,no,yes,Systems Analyst,testing,Guide
